CID,CityName/AreaName,Pincode,District,State,Locality,Location,Latitude,Longitude,distance(in kms)
102100,Kinar Kandigai Pudur,603303,Kanchipuram,TAMIL NADU,"Kinar Kandigai Pudur,603303,Kanchipuram,TAMIL NADU","Kandigai, Chennai, Kancheepuram, Tamil Nadu",12.850530000000049,80.14008000000007,14.424155528549433
102101,Malapalayam,603303,Kanchipuram,TAMIL NADU,"Malapalayam,603303,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102102,Malayalipettai,603303,Kanchipuram,TAMIL NADU,"Malayalipettai,603303,Kanchipuram,TAMIL NADU","Malalipettai, Karasangal, Sriperumbudur, Kancheepuram, Tamil Nadu",12.897290000000055,80.04455000000007,22.536717344367133
102103,Melavalam,603303,Kanchipuram,TAMIL NADU,"Melavalam,603303,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102104,Pudupattu,603303,Kanchipuram,TAMIL NADU,"Pudupattu,603303,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102105,Vedavakkam,603303,Kanchipuram,TAMIL NADU,"Vedavakkam,603303,Kanchipuram,TAMIL NADU","Vendivakkam, Uthiramerur, Kancheepuram, Tamil Nadu",12.679610000000025,79.83686000000006,52.367974466414985
102106,Kolathur,603304,Kanchipuram,TAMIL NADU,"Kolathur,603304,Kanchipuram,TAMIL NADU","Kolathur, Sriperumbudur, Kancheepuram, Tamil Nadu",12.936450000000036,79.99171000000007,28.127958451225844
102107,Kottaikadu,603304,Kanchipuram,TAMIL NADU,"Kottaikadu,603304,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102108,Kudapakkam,603304,Kanchipuram,TAMIL NADU,"Kudapakkam,603304,Kanchipuram,TAMIL NADU","Kolapakkam, Chennai, Kancheepuram, Tamil Nadu",13.011220000000037,80.15393000000006,14.322947908413257
102109,Sembulipuram,603304,Kanchipuram,TAMIL NADU,"Sembulipuram,603304,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102110,Vedal,603304,Kanchipuram,TAMIL NADU,"Vedal,603304,Kanchipuram,TAMIL NADU","Vedal, Kancheepuram Sub-District, Kancheepuram, Tamil Nadu",12.759730000000047,79.73936000000003,58.357723204025696
102111,Vilambur,603304,Kanchipuram,TAMIL NADU,"Vilambur,603304,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102112,Kadalur,603305,Kanchipuram,TAMIL NADU,"Kadalur,603305,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102113,Kodoovur,603305,Kanchipuram,TAMIL NADU,"Kodoovur,603305,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102114,Kuvathur,603305,Kanchipuram,TAMIL NADU,"Kuvathur,603305,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102115,Mugaiyur,603305,Kanchipuram,TAMIL NADU,"Mugaiyur,603305,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102116,Nedumaram,603305,Kanchipuram,TAMIL NADU,"Nedumaram,603305,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102117,Nerkunapattu,603305,Kanchipuram,TAMIL NADU,"Nerkunapattu,603305,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102118,Seekanankuppam,603305,Kanchipuram,TAMIL NADU,"Seekanankuppam,603305,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102119,Vepancheri,603305,Kanchipuram,TAMIL NADU,"Vepancheri,603305,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102120,Arungunam,603306,Kanchipuram,TAMIL NADU,"Arungunam,603306,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102121,Madurantakam,603306,Kanchipuram,TAMIL NADU,"Madurantakam,603306,Kanchipuram,TAMIL NADU","Madurantakam, Chengalpattu, Tamil Nadu",12.506490000000042,79.88067000000007,61.13121111596553
102122,Morapakkam,603306,Kanchipuram,TAMIL NADU,"Morapakkam,603306,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102123,Murugambakkam,603306,Kanchipuram,TAMIL NADU,"Murugambakkam,603306,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102124,New Mambakkam,603306,Kanchipuram,TAMIL NADU,"New Mambakkam,603306,Kanchipuram,TAMIL NADU","Mambakkam, Chennai, Kancheepuram, Tamil Nadu",12.834510000000023,80.16728000000006,13.324590270649956
102125,Pakkam,603306,Kanchipuram,TAMIL NADU,"Pakkam,603306,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102126,Perumbakkam,603306,Kanchipuram,TAMIL NADU,"Perumbakkam,603306,Kanchipuram,TAMIL NADU","Perumbakkam, Chennai, Kancheepuram, Tamil Nadu",12.90563000000003,80.20907000000005,4.895297523849703
102127,Senguntharpettai,603306,Kanchipuram,TAMIL NADU,"Senguntharpettai,603306,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102128,Thatchur,603306,Kanchipuram,TAMIL NADU,"Thatchur,603306,Kanchipuram,TAMIL NADU","Thatchar Street, Kundrathur, Chennai, Kancheepuram, Tamil Nadu, 600069",12.998961846863681,80.09243921926702,19.103167922574478
102129,Unamalai,603306,Kanchipuram,TAMIL NADU,"Unamalai,603306,Kanchipuram,TAMIL NADU","Unnamalai Street, Mangadu, Chennai, Kancheepuram, Tamil Nadu, 600122",13.032713369155129,80.12084323087518,18.583654867529933
102130,Vanniarpettai,603306,Kanchipuram,TAMIL NADU,"Vanniarpettai,603306,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102131,Veeranakunnam,603306,Kanchipuram,TAMIL NADU,"Veeranakunnam,603306,Kanchipuram,TAMIL NADU","Veeranakunnam, Maduranthakam, Chengalpattu, Tamil Nadu",12.50795000000005,79.96640000000008,55.3242985998141
102132,Ananthamangalam,603307,Kanchipuram,TAMIL NADU,"Ananthamangalam,603307,Kanchipuram,TAMIL NADU","Anathamangalam, Maduranthakam, Chengalpattu, Tamil Nadu",12.33364000000006,79.66782000000006,90.88040671188298
102133,Minnal Sithamur,603307,Kanchipuram,TAMIL NADU,"Minnal Sithamur,603307,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102134,Orathy,603307,Kanchipuram,TAMIL NADU,"Orathy,603307,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102135,Sirudamur,603307,Kanchipuram,TAMIL NADU,"Sirudamur,603307,Kanchipuram,TAMIL NADU","Sirudamur, Uthiramerur, Kancheepuram, Tamil Nadu",12.719960000000071,79.86479000000008,47.52322644062846
102136,Vadamanipakkam,603307,Kanchipuram,TAMIL NADU,"Vadamanipakkam,603307,Kanchipuram,TAMIL NADU","Vadamanipakkam, Maduranthakam, Chengalpattu, Tamil Nadu",12.359830000000045,79.68910000000005,87.1898465468439
102137,Budur,603308,Kanchipuram,TAMIL NADU,"Budur,603308,Kanchipuram,TAMIL NADU","603308, Uththiramaeroor, Kaanjchipuram, Thamiznaatu",12.642690360111445,79.90837027815545,48.39513974121149
102138,Bukkathurai,603308,Kanchipuram,TAMIL NADU,"Bukkathurai,603308,Kanchipuram,TAMIL NADU","603308, Uththiramaeroor, Kaanjchipuram, Thamiznaatu",12.642690360111445,79.90837027815545,48.39513974121149
102139,Isur,603308,Kanchipuram,TAMIL NADU,"Isur,603308,Kanchipuram,TAMIL NADU","603308, Uththiramaeroor, Kaanjchipuram, Thamiznaatu",12.642690360111445,79.90837027815545,48.39513974121149
102140,Kallabiranpuram,603308,Kanchipuram,TAMIL NADU,"Kallabiranpuram,603308,Kanchipuram,TAMIL NADU","603308, Uththiramaeroor, Kaanjchipuram, Thamiznaatu",12.642690360111445,79.90837027815545,48.39513974121149
102141,Kolampakkam,603308,Kanchipuram,TAMIL NADU,"Kolampakkam,603308,Kanchipuram,TAMIL NADU","Kolapakkam, Chennai, Kancheepuram, Tamil Nadu",13.011220000000037,80.15393000000006,14.322947908413257
102142,Malaivaiyavur,603308,Kanchipuram,TAMIL NADU,"Malaivaiyavur,603308,Kanchipuram,TAMIL NADU","Vaiyavur, Kancheepuram Sub-District, Kancheepuram, Tamil Nadu",12.840670000000046,79.74296000000004,55.840191642660265
102143,Padalam,603308,Kanchipuram,TAMIL NADU,"Padalam,603308,Kanchipuram,TAMIL NADU","603308, Uththiramaeroor, Kaanjchipuram, Thamiznaatu",12.642690360111445,79.90837027815545,48.39513974121149
102144,Palayanur,603308,Kanchipuram,TAMIL NADU,"Palayanur,603308,Kanchipuram,TAMIL NADU","603308, Uththiramaeroor, Kaanjchipuram, Thamiznaatu",12.642690360111445,79.90837027815545,48.39513974121149
102145,Mugundagiri,603309,Kanchipuram,TAMIL NADU,"Mugundagiri,603309,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102146,Paiyambadi,603309,Kanchipuram,TAMIL NADU,"Paiyambadi,603309,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102147,Perukkaranai,603309,Kanchipuram,TAMIL NADU,"Perukkaranai,603309,Kanchipuram,TAMIL NADU","Perukkaranai, Cheyyur, Chengalpattu, Tamil Nadu",12.371680000000026,79.86229000000003,74.1560027529264
102148,Polambakkam,603309,Kanchipuram,TAMIL NADU,"Polambakkam,603309,Kanchipuram,TAMIL NADU","Pullambakkam, Kancheepuram Sub-District, Kancheepuram, Tamil Nadu",12.971740000000068,79.74899000000005,54.6899755065212
102149,Ayakonamkolathur,603310,Kanchipuram,TAMIL NADU,"Ayakonamkolathur,603310,Kanchipuram,TAMIL NADU","Kolathur, Sriperumbudur, Kancheepuram, Tamil Nadu",12.936450000000036,79.99171000000007,28.127958451225844
102150,Isur,603310,Kanchipuram,TAMIL NADU,"Isur,603310,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102151,Karasangal,603310,Kanchipuram,TAMIL NADU,"Karasangal,603310,Kanchipuram,TAMIL NADU","Karasangal, Sriperumbudur, Kancheepuram, Tamil Nadu",12.896250000000066,80.04381000000006,22.631191918634908
102152,Nerkunam,603310,Kanchipuram,TAMIL NADU,"Nerkunam,603310,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102153,Perumber Kandigai,603310,Kanchipuram,TAMIL NADU,"Perumber Kandigai,603310,Kanchipuram,TAMIL NADU","Kandigai, Chennai, Kancheepuram, Tamil Nadu",12.850530000000049,80.14008000000007,14.424155528549433
102154,Sirumailur,603310,Kanchipuram,TAMIL NADU,"Sirumailur,603310,Kanchipuram,TAMIL NADU","Sirumailur, Uthiramerur, Kancheepuram, Tamil Nadu",12.720440000000053,79.83317000000005,50.55070503688867
102155,Sirunagar,603310,Kanchipuram,TAMIL NADU,"Sirunagar,603310,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102156,Thozhupedu,603310,Kanchipuram,TAMIL NADU,"Thozhupedu,603310,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102157,Ozhavetti,603311,Kanchipuram,TAMIL NADU,"Ozhavetti,603311,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102158,Peria Venmani,603311,Kanchipuram,TAMIL NADU,"Peria Venmani,603311,Kanchipuram,TAMIL NADU","Periavenmani, Kunnam, Perambalur, Tamil Nadu",11.209900000000061,79.08618000000007,227.9988182330958
102159,Zamin Endathur,603311,Kanchipuram,TAMIL NADU,"Zamin Endathur,603311,Kanchipuram,TAMIL NADU","Athur, Uthiramerur, Kancheepuram, Tamil Nadu",12.73231000000004,79.94560000000007,39.25621195753053
102160,Anaicut,603312,Kanchipuram,TAMIL NADU,"Anaicut,603312,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102161,Iranya Sidhi,603312,Kanchipuram,TAMIL NADU,"Iranya Sidhi,603312,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102162,K.Nelvoy,603312,Kanchipuram,TAMIL NADU,"K.Nelvoy,603312,Kanchipuram,TAMIL NADU","Nelvoy, Sriperumbudur, Kancheepuram, Tamil Nadu",12.957230000000038,79.78104000000008,51.08788184259066
102163,Kalkulam,603312,Kanchipuram,TAMIL NADU,"Kalkulam,603312,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102164,Lathur,603312,Kanchipuram,TAMIL NADU,"Lathur,603312,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102165,Palur,603312,Kanchipuram,TAMIL NADU,"Palur,603312,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102166,Pavunjur,603312,Kanchipuram,TAMIL NADU,"Pavunjur,603312,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102167,Seevadi,603312,Kanchipuram,TAMIL NADU,"Seevadi,603312,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102168,Tiruvadur,603312,Kanchipuram,TAMIL NADU,"Tiruvadur,603312,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102169,Chithamur,603313,Kanchipuram,TAMIL NADU,"Chithamur,603313,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102170,Kattudevadur,603313,Kanchipuram,TAMIL NADU,"Kattudevadur,603313,Kanchipuram,TAMIL NADU","Kattudevadur, Maduranthakam, Chengalpattu, Tamil Nadu",12.395290000000045,79.93896000000007,67.48309933936515
102171,Neerpair,603313,Kanchipuram,TAMIL NADU,"Neerpair,603313,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102172,Nugumbal,603313,Kanchipuram,TAMIL NADU,"Nugumbal,603313,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102173,Onambakkam,603313,Kanchipuram,TAMIL NADU,"Onambakkam,603313,Kanchipuram,TAMIL NADU","Anambakkam, Uthiramerur, Kancheepuram, Tamil Nadu",12.701110000000028,79.84329000000008,50.57255100963052
102174,Vilanganur,603313,Kanchipuram,TAMIL NADU,"Vilanganur,603313,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102175,Kattiampandal,603314,Kanchipuram,TAMIL NADU,"Kattiampandal,603314,Kanchipuram,TAMIL NADU","Kattiampandal, Uthiramerur, Kancheepuram, Tamil Nadu",12.574760000000026,79.81001000000003,61.42402352238456
102176,Perungozhi,603314,Kanchipuram,TAMIL NADU,"Perungozhi,603314,Kanchipuram,TAMIL NADU","Perumgozhi, Uthiramerur, Kancheepuram, Tamil Nadu",12.606790000000046,79.80454000000003,59.743908619080834
102177,Pulithivakkam,603314,Kanchipuram,TAMIL NADU,"Pulithivakkam,603314,Kanchipuram,TAMIL NADU","Puzhithivakkam, Puzhuthivakkam, Chennai, Kancheepuram, Tamil Nadu",12.974640000000022,80.20038000000005,7.891107549209452
102178,Vedanthangal,603314,Kanchipuram,TAMIL NADU,"Vedanthangal,603314,Kanchipuram,TAMIL NADU","603314, Uththiramaeroor, Kaanjchipuram, Thamiznaatu",12.587495236182493,79.81091508053248,60.47174913131152
102179,Vellaputhur,603314,Kanchipuram,TAMIL NADU,"Vellaputhur,603314,Kanchipuram,TAMIL NADU","603314, Uththiramaeroor, Kaanjchipuram, Thamiznaatu",12.587495236182493,79.81091508053248,60.47174913131152
102180,Melmaruvathur,603319,Kanchipuram,TAMIL NADU,"Melmaruvathur,603319,Kanchipuram,TAMIL NADU","Melmaruvathur, Maduranthakam, Chengalpattu, Tamil Nadu",12.420370000000048,79.82822000000004,72.08750820190701
102181,Sendivakkam,603319,Kanchipuram,TAMIL NADU,"Sendivakkam,603319,Kanchipuram,TAMIL NADU","Sinnivakkam, Kancheepuram Sub-District, Kancheepuram, Tamil Nadu",12.855420000000038,79.82640000000004,46.63794578179103
102182,Sirunagalur,603319,Kanchipuram,TAMIL NADU,"Sirunagalur,603319,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102183,Andarkuppam,603401,Kanchipuram,TAMIL NADU,"Andarkuppam,603401,Kanchipuram,TAMIL NADU","Andankuppam, Kundrathur, Chennai, Kancheepuram, Tamil Nadu",12.991990000000044,80.10893000000004,17.15746714090384
102184,Chunampet,603401,Kanchipuram,TAMIL NADU,"Chunampet,603401,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102185,Kadukkalur,603401,Kanchipuram,TAMIL NADU,"Kadukkalur,603401,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102186,Puthirankottai,603401,Kanchipuram,TAMIL NADU,"Puthirankottai,603401,Kanchipuram,TAMIL NADU","Puthirankottai, Cheyyur, Chengalpattu, Tamil Nadu",12.306740000000048,79.89772000000005,78.21472301188538
102187,Vannianallur,603401,Kanchipuram,TAMIL NADU,"Vannianallur,603401,Kanchipuram,TAMIL NADU","Nallur, Sriperumbudur, Kancheepuram, Tamil Nadu",12.966130000000021,80.03139000000004,24.25512359345852
102188,Velur,603401,Kanchipuram,TAMIL NADU,"Velur,603401,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102189,Alisoor,603402,Kanchipuram,TAMIL NADU,"Alisoor,603402,Kanchipuram,TAMIL NADU","Alisoor, Uthiramerur, Kancheepuram, Tamil Nadu",12.666440000000023,79.72688000000005,63.5480478669996
102190,Arasanimangalam,603402,Kanchipuram,TAMIL NADU,"Arasanimangalam,603402,Kanchipuram,TAMIL NADU","Arasanimangalam, Uthiramerur, Kancheepuram, Tamil Nadu",12.574010000000044,79.74272000000008,67.31913260663322
102191,Elaganar,603402,Kanchipuram,TAMIL NADU,"Elaganar,603402,Kanchipuram,TAMIL NADU",603402,12.636391901000025,79.71212500000007,66.50748717356159
102192,Hanumanthandalam,603402,Kanchipuram,TAMIL NADU,"Hanumanthandalam,603402,Kanchipuram,TAMIL NADU","Hanumanthandalam, Uthiramerur, Kancheepuram, Tamil Nadu",12.658240000000035,79.69466000000006,67.08819247504248
102193,Kaliyampoondi,603402,Kanchipuram,TAMIL NADU,"Kaliyampoondi,603402,Kanchipuram,TAMIL NADU","Kaliyampoondi, Uthiramerur, Kancheepuram, Tamil Nadu",12.641320000000064,79.72737000000006,64.79276602695874
102194,Pennalur,603402,Kanchipuram,TAMIL NADU,"Pennalur,603402,Kanchipuram,TAMIL NADU","Pennalur, Sriperumbudur, Kancheepuram, Tamil Nadu",12.989100000000064,79.98153000000008,30.09208110826978
102195,Manampathi,603403,Kanchipuram,TAMIL NADU,"Manampathi,603403,Kanchipuram,TAMIL NADU","Manampathy, Uthiramerur, Kancheepuram, Tamil Nadu",12.628850000000057,79.68007000000006,69.97169729263473
102196,Manampathikandigai,603403,Kanchipuram,TAMIL NADU,"Manampathikandigai,603403,Kanchipuram,TAMIL NADU",603403,12.630839042000048,79.67042500000008,70.7995382307634
102197,Perunagar,603403,Kanchipuram,TAMIL NADU,"Perunagar,603403,Kanchipuram,TAMIL NADU","Perunagar, Uthiramerur, Kancheepuram, Tamil Nadu",12.65166000000005,79.65477000000004,71.31392664484869
102198,R.N.Kandigai,603403,Kanchipuram,TAMIL NADU,"R.N.Kandigai,603403,Kanchipuram,TAMIL NADU","Kandigai, Chennai, Kancheepuram, Tamil Nadu",12.850530000000049,80.14008000000007,14.424155528549433
102199,Thandarai,603403,Kanchipuram,TAMIL NADU,"Thandarai,603403,Kanchipuram,TAMIL NADU","Thandarai, Uthiramerur, Kancheepuram, Tamil Nadu",12.622150000000033,79.69876000000005,68.53922750880322
102200,Anur,603405,Kanchipuram,TAMIL NADU,"Anur,603405,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102201,Ponpathirkoodam,603405,Kanchipuram,TAMIL NADU,"Ponpathirkoodam,603405,Kanchipuram,TAMIL NADU","Ponpathirkoodam, Tirukalukundram, Chengalpattu, Tamil Nadu",12.612370000000055,80.01241000000005,43.007635450070694
102202,Ponvilainthakalathur,603405,Kanchipuram,TAMIL NADU,"Ponvilainthakalathur,603405,Kanchipuram,TAMIL NADU",Post Office Ponvilainthakalathur,12.842660000000024,79.94505000000004,34.32885121456935
102203,Salur,603405,Kanchipuram,TAMIL NADU,"Salur,603405,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102204,Sogandi,603405,Kanchipuram,TAMIL NADU,"Sogandi,603405,Kanchipuram,TAMIL NADU","Sogandi, Sriperumbudur, Kancheepuram, Tamil Nadu",12.943570000000022,79.86874000000006,41.494544232741994
102205,Vallipuram,603405,Kanchipuram,TAMIL NADU,"Vallipuram,603405,Kanchipuram,TAMIL NADU","Valarpuram, Sriperumbudur, Kancheepuram, Tamil Nadu",13.041600000000074,79.97649000000007,32.49989341540085
102206,Agaramduli,603406,Kanchipuram,TAMIL NADU,"Agaramduli,603406,Kanchipuram,TAMIL NADU","Agaramduli, Alapakkam, Uthiramerur, Kancheepuram, Tamil Nadu",12.52747000000005,79.75173000000007,69.63842766862841
102207,Kammalampoondi,603406,Kanchipuram,TAMIL NADU,"Kammalampoondi,603406,Kanchipuram,TAMIL NADU","Kammalampoondi, Uthiramerur, Kancheepuram, Tamil Nadu",12.571970000000022,79.78123000000005,64.07504449688449
102208,Kavanur Pudhucheri,603406,Kanchipuram,TAMIL NADU,"Kavanur Pudhucheri,603406,Kanchipuram,TAMIL NADU","Kavanurpuducheri, Uthiramerur, Kancheepuram, Tamil Nadu",12.576470000000029,79.76194000000004,65.46031957705694
102209,Kiliyanagar,603406,Kanchipuram,TAMIL NADU,"Kiliyanagar,603406,Kanchipuram,TAMIL NADU",603406,12.61428931100005,79.77467500000006,61.93973180689786
102210,L.Endathur,603406,Kanchipuram,TAMIL NADU,"L.Endathur,603406,Kanchipuram,TAMIL NADU",603406,12.61428931100005,79.77467500000006,61.93973180689786
102211,Malliyankaranai,603406,Kanchipuram,TAMIL NADU,"Malliyankaranai,603406,Kanchipuram,TAMIL NADU",603406,12.61428931100005,79.77467500000006,61.93973180689786
102212,Maruthuvambadi,603406,Kanchipuram,TAMIL NADU,"Maruthuvambadi,603406,Kanchipuram,TAMIL NADU","Maruthuvambadi, Uthiramerur, Kancheepuram, Tamil Nadu",12.650060000000053,79.77683000000007,59.6438561278817
102213,Sirungoli,603406,Kanchipuram,TAMIL NADU,"Sirungoli,603406,Kanchipuram,TAMIL NADU",603406,12.61428931100005,79.77467500000006,61.93973180689786
102214,Tirupulivanam,603406,Kanchipuram,TAMIL NADU,"Tirupulivanam,603406,Kanchipuram,TAMIL NADU","Thriupulivanam, Uthiramerur, Kancheepuram, Tamil Nadu",12.66330000000005,79.76364000000007,60.16900139914463
102215,Tittalam,603406,Kanchipuram,TAMIL NADU,"Tittalam,603406,Kanchipuram,TAMIL NADU",603406,12.61428931100005,79.77467500000006,61.93973180689786
102216,Uttiramerur,603406,Kanchipuram,TAMIL NADU,"Uttiramerur,603406,Kanchipuram,TAMIL NADU",603406,12.61428931100005,79.77467500000006,61.93973180689786
102217,Vadanallur,603406,Kanchipuram,TAMIL NADU,"Vadanallur,603406,Kanchipuram,TAMIL NADU",603406,12.61428931100005,79.77467500000006,61.93973180689786
109540,Kothakuppam,631202,Kanchipuram,TAMIL NADU,"Kothakuppam,631202,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
109663,Kilacheri,631402,Kanchipuram,TAMIL NADU,"Kilacheri,631402,Kanchipuram,TAMIL NADU","Kollacheri, Chennai, Kancheepuram, Tamil Nadu",13.00314000000003,80.09910000000008,18.6717275308874
109665,Kuvam,631402,Kanchipuram,TAMIL NADU,"Kuvam,631402,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
109666,Mappedu,631402,Kanchipuram,TAMIL NADU,"Mappedu,631402,Kanchipuram,TAMIL NADU","Mappedu, Chennai, Kancheepuram, Tamil Nadu",12.890090000000043,80.13341000000008,13.224458254469878
109667,Narasingapuram,631402,Kanchipuram,TAMIL NADU,"Narasingapuram,631402,Kanchipuram,TAMIL NADU","Narasingapuram, Kolappancheri, Chennai, Kancheepuram, Tamil Nadu",13.045250000000067,80.05547000000007,25.11680154286617
109669,Kanchipuram Collectorate,631501,Kanchipuram,TAMIL NADU,"Kanchipuram Collectorate,631501,Kanchipuram,TAMIL NADU",631501,12.836952311000061,79.68392500000004,62.2326005556605
109670,Kanchipuram Cutchery,631501,Kanchipuram,TAMIL NADU,"Kanchipuram Cutchery,631501,Kanchipuram,TAMIL NADU",Kanchipuram Nagarachi,12.834020000000066,79.68511000000007,62.15640745416152
109671,Kanchipuram,631501,Kanchipuram,TAMIL NADU,"Kanchipuram,631501,Kanchipuram,TAMIL NADU",Kanchipuram Nagarachi,12.834020000000066,79.68511000000007,62.15640745416152
109672,Little Kanchipuram,631501,Kanchipuram,TAMIL NADU,"Little Kanchipuram,631501,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
109673,Pillayarpalayam,631501,Kanchipuram,TAMIL NADU,"Pillayarpalayam,631501,Kanchipuram,TAMIL NADU","631501, Pillaiyar Palayam, Kancheepuram, Tamil Nadu",12.834010662958613,79.68761340129129,61.88830534170058
109674,Thoopul,631501,Kanchipuram,TAMIL NADU,"Thoopul,631501,Kanchipuram,TAMIL NADU",631501,12.836952311000061,79.68392500000004,62.2326005556605
109675,Tirukachinambi Street,631501,Kanchipuram,TAMIL NADU,"Tirukachinambi Street,631501,Kanchipuram,TAMIL NADU",631501,12.836952311000061,79.68392500000004,62.2326005556605
