Village/Locality name,Officename ( BO/SO/HO),Pincode,Sub-distname,Districtname,StateName,dis from A
Vayalakkavoor,Vayalakkavur B.O,631603,Uthiramerur,KANCHIPURAM,TAMIL NADU,51.62348511609346
Kannikulam,Puthali B.O,631603,Uthiramerur,KANCHIPURAM,TAMIL NADU,51.62348511609346
Malayankulam,Malayankulam B.O,631603,Uthiramerur,KANCHIPURAM,TAMIL NADU,51.62348511609346
Nariambakkam,Malayankulam B.O,631603,Uthiramerur,KANCHIPURAM,TAMIL NADU,51.62348511609346
Magaral,Magaral S.O,631603,Kancheepuram,KANCHIPURAM,TAMIL NADU,51.62348511609346
Ozhugarai,Olugarai B.O,631603,Uthiramerur,KANCHIPURAM,TAMIL NADU,51.62348511609346
Pulivoy,Puthali B.O,631603,Uthiramerur,KANCHIPURAM,TAMIL NADU,51.62348511609346
Ayimicheri,Kunnam B.O,631604,Kancheepuram,KANCHIPURAM,TAMIL NADU,41.607968212580296
Kovalavedu,Kunnam B.O,631604,Kancheepuram,KANCHIPURAM,TAMIL NADU,41.607968212580296
Madavilagam,Kunnam B.O,631604,Kancheepuram,KANCHIPURAM,TAMIL NADU,41.607968212580296
Navettikulam,Kunnam B.O,631604,Kancheepuram,KANCHIPURAM,TAMIL NADU,41.607968212580296
Echoor,Echoor B.O,631604,Sriperumbudur,KANCHIPURAM,TAMIL NADU,41.607968212580296
Kunnam,Kunnam B.O,631604,Sriperumbudur,KANCHIPURAM,TAMIL NADU,41.607968212580296
Kunnavakkam,Panruti B.O,631604,Kancheepuram,KANCHIPURAM,TAMIL NADU,41.607968212580296
Thalayampattu,Varanavasi B.O,631604,Kancheepuram,KANCHIPURAM,TAMIL NADU,41.607968212580296
Thollazhi,Varanavasi B.O,631604,Kancheepuram,KANCHIPURAM,TAMIL NADU,41.607968212580296
Ambakkam,Varanavasi B.O,631604,Kancheepuram,KANCHIPURAM,TAMIL NADU,41.607968212580296
Periamadurapakkam,Thenneri S.O,631604,Kancheepuram,KANCHIPURAM,TAMIL NADU,41.607968212580296
Varanavasi,Varanavasi B.O,631604,Kancheepuram,KANCHIPURAM,TAMIL NADU,41.607968212580296
Vilagam,Varanavasi B.O,631604,Kancheepuram,KANCHIPURAM,TAMIL NADU,41.607968212580296
Panrutti,Panruti B.O,631604,Sriperumbudur,KANCHIPURAM,TAMIL NADU,41.607968212580296
Sirupagal,Sinnivakkam B.O,631604,Kancheepuram,KANCHIPURAM,TAMIL NADU,41.607968212580296
Alavur,Varanavasi B.O,631604,Kancheepuram,KANCHIPURAM,TAMIL NADU,41.607968212580296
Chinnamadurapakkam,Varanavasi B.O,631604,Kancheepuram,KANCHIPURAM,TAMIL NADU,41.607968212580296
Madavilagam,Thenneri S.O,631604,Kancheepuram,KANCHIPURAM,TAMIL NADU,41.607968212580296
Mettupalayam,Echoor B.O,631604,Sriperumbudur,KANCHIPURAM,TAMIL NADU,41.607968212580296
Oddanthangal,Sinnivakkam B.O,631604,Kancheepuram,KANCHIPURAM,TAMIL NADU,41.607968212580296
Manjamedu,Thenneri S.O,631604,Kancheepuram,KANCHIPURAM,TAMIL NADU,41.607968212580296
Sinnivakkam,Sinnivakkam B.O,631604,Kancheepuram,KANCHIPURAM,TAMIL NADU,41.607968212580296
Thiruvenkaranai,Kunnam B.O,631604,Kancheepuram,KANCHIPURAM,TAMIL NADU,41.607968212580296
Vembakkam,Panruti B.O,631604,Kancheepuram,KANCHIPURAM,TAMIL NADU,41.607968212580296
Thenneri,Thenneri S.O,631604,Kancheepuram,KANCHIPURAM,TAMIL NADU,41.607968212580296
Nallur,Nathanallur B.O,631605,Kancheepuram,KANCHIPURAM,TAMIL NADU,53.38913552625173
Nathanallur,Nathanallur B.O,631605,Kancheepuram,KANCHIPURAM,TAMIL NADU,53.38913552625173
Nelveli,Asoor B.O,631605,Kancheepuram,KANCHIPURAM,TAMIL NADU,53.38913552625173
Puliyambakkam,Puliambakkam B.O,631605,Kancheepuram,KANCHIPURAM,TAMIL NADU,53.38913552625173
Thammanur,Thammanur B.O,631605,Kancheepuram,KANCHIPURAM,TAMIL NADU,53.38913552625173
Uthukadu,Uttukadu B.O,631605,Kancheepuram,KANCHIPURAM,TAMIL NADU,53.38913552625173
Vengudi,Walajabad S.O,631605,Kancheepuram,KANCHIPURAM,TAMIL NADU,53.38913552625173
Avalur,Avalur B.O,631605,Kancheepuram,KANCHIPURAM,TAMIL NADU,53.38913552625173
Kilputhur,Asoor B.O,631605,Kancheepuram,KANCHIPURAM,TAMIL NADU,53.38913552625173
Melputhur,Asoor B.O,631605,Kancheepuram,KANCHIPURAM,TAMIL NADU,53.38913552625173
Asoor,Asoor B.O,631605,Kancheepuram,KANCHIPURAM,TAMIL NADU,53.38913552625173
Kolathur,Asoor B.O,631605,Kancheepuram,KANCHIPURAM,TAMIL NADU,53.38913552625173
Naickenkuppam,Uttukadu B.O,631605,Kancheepuram,KANCHIPURAM,TAMIL NADU,53.38913552625173
Kambarajapuram,Thammanur B.O,631605,Kancheepuram,KANCHIPURAM,TAMIL NADU,53.38913552625173
Angambakkam,Avalur B.O,631605,Kancheepuram,KANCHIPURAM,TAMIL NADU,53.38913552625173
Walajabad,Walajabad S.O,631605,Kancheepuram,KANCHIPURAM,TAMIL NADU,53.38913552625173
Sirumailur,Padur B.O,631606,Uthiramerur,KANCHIPURAM,TAMIL NADU,41.87839274056466
Kosapattu,Ullavur B.O,631606,Kancheepuram,KANCHIPURAM,TAMIL NADU,41.87839274056466
Sirudamur,Thirumukkudal B.O,631606,Uthiramerur,KANCHIPURAM,TAMIL NADU,41.87839274056466
Thonankulam,Ullavur B.O,631606,Kancheepuram,KANCHIPURAM,TAMIL NADU,41.87839274056466
Madhur,Madhur B.O,631606,Kancheepuram,KANCHIPURAM,TAMIL NADU,41.87839274056466
Palayaseevaram,Palayaseevaram S.O,631606,Kancheepuram,KANCHIPURAM,TAMIL NADU,41.87839274056466
Padoor,Padur B.O,631606,Uthiramerur,KANCHIPURAM,TAMIL NADU,41.87839274056466
Ullavur,Ullavur B.O,631606,Kancheepuram,KANCHIPURAM,TAMIL NADU,41.87839274056466
Devariyambakkam,Ullavur B.O,631606,Kancheepuram,KANCHIPURAM,TAMIL NADU,41.87839274056466
Chitalapakkam,Padur B.O,631606,Uthiramerur,KANCHIPURAM,TAMIL NADU,41.87839274056466
Kattankulam,Padur B.O,631606,Uthiramerur,KANCHIPURAM,TAMIL NADU,41.87839274056466
Thirumukkudal,Thirumukkudal B.O,631606,Uthiramerur,KANCHIPURAM,TAMIL NADU,41.87839274056466
