CID,CityName/AreaName,Pincode,District,State,Latitude,Longitude,distance(in kms)
101465,Flower Bazaar,600001,Chennai,TAMIL NADU,13.079564094543455,80.26604461669922,14.295614768128377
101466,Govt Stanley Hospital,600001,Chennai,TAMIL NADU,13.079564094543455,80.26604461669922,14.295614768128377
101467,Mannady (Chennai),600001,Chennai,TAMIL NADU,13.079564094543455,80.26604461669922,14.295614768128377
101468,Mint Building,600001,Chennai,TAMIL NADU,13.079564094543455,80.26604461669922,14.295614768128377
101469,MPT AO,600001,Chennai,TAMIL NADU,13.079564094543455,80.26604461669922,14.295614768128377
101470,Sowcarpet,600001,Chennai,TAMIL NADU,13.079564094543455,80.26604461669922,14.295614768128377
101471,Chennai,600001,Chennai,TAMIL NADU,13.079564094543455,80.26604461669922,14.295614768128377
101472,Anna Road,600002,Chennai,TAMIL NADU,13.023935317993164,80.2516326904297,8.10194479671527
101473,Chintadripet,600002,Chennai,TAMIL NADU,13.023935317993164,80.2516326904297,8.10194479671527
101474,Madras Electricity System,600002,Chennai,TAMIL NADU,13.023935317993164,80.2516326904297,8.10194479671527
101475,Edapalayam,600003,Chennai,TAMIL NADU,13.075394630432127,80.26689910888672,13.844161373037238
101476,Madras Medical College,600003,Chennai,TAMIL NADU,13.075394630432127,80.26689910888672,13.844161373037238
101477,Park Town,600003,Chennai,TAMIL NADU,13.075394630432127,80.26689910888672,13.844161373037238
101478,Ripon Buildings,600003,Chennai,TAMIL NADU,13.075394630432127,80.26689910888672,13.844161373037238
101479,Mandaveli,600004,Chennai,TAMIL NADU,13.038474082946776,80.26468658447266,9.755768149445755
101480,Mylapore,600004,Chennai,TAMIL NADU,13.038474082946776,80.26468658447266,9.755768149445755
101481,Vivekananda College Madras,600004,Chennai,TAMIL NADU,13.038474082946776,80.26468658447266,9.755768149445755
101482,Chepauk,600005,Chennai,TAMIL NADU,13.059370994567873,80.2758255004883,12.219873717353739
101483,Madras University,600005,Chennai,TAMIL NADU,13.059370994567873,80.2758255004883,12.219873717353739
101484,Tiruvallikkeni,600005,Chennai,TAMIL NADU,13.059370994567873,80.2758255004883,12.219873717353739
101485,Greams Road,600006,Chennai,TAMIL NADU,13.05889129638672,80.24500274658203,12.010898020893277
101486,Old College Buildings,600006,Chennai,TAMIL NADU,13.05889129638672,80.24500274658203,12.010898020893277
101487,Shastri Bhavan,600006,Chennai,TAMIL NADU,13.05889129638672,80.24500274658203,12.010898020893277
101488,Teynampet West,600006,Chennai,TAMIL NADU,13.05889129638672,80.24500274658203,12.010898020893277
101489,Vepery,600007,Chennai,TAMIL NADU,12.694091796875,79.99707794189453,39.894687714003645
101490,Egmore ND,600008,Chennai,TAMIL NADU,13.072554588317873,80.25841522216797,13.476099646856134
101491,Egmore,600008,Chennai,TAMIL NADU,13.072554588317873,80.25841522216797,13.476099646856134
101492,Ethiraj Salai,600008,Chennai,TAMIL NADU,13.072554588317873,80.25841522216797,13.476099646856134
101493,Fort St George,600009,Chennai,TAMIL NADU,13.08726978302002,80.28990936279298,15.562177587418773
101494,Kilpauk Medical College,600010,Chennai,TAMIL NADU,13.08133316040039,80.24002075195312,14.53614924241887
101495,Kilpauk,600010,Chennai,TAMIL NADU,13.08133316040039,80.24002075195312,14.53614924241887
101496,Medavakkam Tank Road,600010,Chennai,TAMIL NADU,13.08133316040039,80.24002075195312,14.53614924241887
101497,Perambur North,600011,Chennai,TAMIL NADU,13.109823226928713,80.2440414428711,17.636122670255904
101498,Perambur,600011,Chennai,TAMIL NADU,13.109823226928713,80.2440414428711,17.636122670255904
101499,Sembiam,600011,Chennai,TAMIL NADU,13.109823226928713,80.2440414428711,17.636122670255904
101500,Perambur Barracks,600012,Chennai,TAMIL NADU,12.832261085510256,79.95423889160156,35.196126630036524
101501,Puliyanthope,600012,Chennai,TAMIL NADU,12.832261085510256,79.95423889160156,35.196126630036524
101502,Venkatesapuram,600012,Chennai,TAMIL NADU,12.832261085510256,79.95423889160156,35.196126630036524
101503,Rayapuram,600013,Chennai,TAMIL NADU,12.859682083129885,80.1168670654297,18.080911133215903
101504,Lloyds Estate,600014,Chennai,TAMIL NADU,13.05457592010498,80.2662124633789,11.54466866332694
101505,Royapettah,600014,Chennai,TAMIL NADU,13.05457592010498,80.2662124633789,11.54466866332694
101506,Triplicane South,600014,Chennai,TAMIL NADU,13.05457592010498,80.2662124633789,11.54466866332694
101507,Guindy North,600015,Chennai,TAMIL NADU,13.018819808959961,80.22286224365234,8.303770880100977
101508,Saidapet (Chennai),600015,Chennai,TAMIL NADU,13.018819808959961,80.22286224365234,8.303770880100977
101509,Alandur(Reopened W.E.F.6.6.05),600016,Kanchipuram,TAMIL NADU,13.009040832519533,80.19112396240234,9.478793357185813
101510,Chennai Airport,600016,Kanchipuram,TAMIL NADU,13.009040832519533,80.19112396240234,9.478793357185813
101511,Meenambakkam,600016,Kanchipuram,TAMIL NADU,13.009040832519533,80.19112396240234,9.478793357185813
101512,St.Thomas Mount,600016,Kanchipuram,TAMIL NADU,13.009040832519533,80.19112396240234,9.478793357185813
101513,Hindi Prachar Sabha,600017,Chennai,TAMIL NADU,13.043249130249025,80.23480224609374,10.465796287442753
101514,Thygarayanagar,600017,Chennai,TAMIL NADU,13.043249130249025,80.23480224609374,10.465796287442753
101515,Thygarayanagar North ND,600017,Chennai,TAMIL NADU,13.043249130249025,80.23480224609374,10.465796287442753
101516,Thygarayanagar South ND,600017,Chennai,TAMIL NADU,13.043249130249025,80.23480224609374,10.465796287442753
101517,Pr. Accountant General,600018,Chennai,TAMIL NADU,13.037981986999512,80.2557144165039,9.646920586273799
101518,Teynampet,600018,Chennai,TAMIL NADU,13.037981986999512,80.2557144165039,9.646920586273799
101524,Adyar (Chennai),600020,Chennai,TAMIL NADU,13.001423835754395,80.25507354736328,5.602313130622384
101525,Kasturibai Nagar,600020,Chennai,TAMIL NADU,13.001423835754395,80.25507354736328,5.602313130622384
101526,Shastri Nagar (Chennai),600020,Chennai,TAMIL NADU,13.001423835754395,80.25507354736328,5.602313130622384
101527,Washermanpet East,600021,Chennai,TAMIL NADU,13.111709594726562,80.28244018554688,18.047065482563514
101528,Washermanpet,600021,Chennai,TAMIL NADU,13.111709594726562,80.28244018554688,18.047065482563514
101529,Rajbhavan (Chennai),600022,Chennai,TAMIL NADU,13.03030490875244,80.23124694824219,9.172837206534133
101530,Aynavaram,600023,Chennai,TAMIL NADU,13.098272323608398,80.23719787597656,16.433017683313565
101531,Kodambakkam,600024,Chennai,TAMIL NADU,13.05062770843506,80.22428131103517,11.543426095401916
101532,Engineering College (Chennai),600025,Chennai,TAMIL NADU,13.011810302734375,80.23771667480469,7.012405702291295
101533,Vadapalani,600026,Chennai,TAMIL NADU,13.04792594909668,80.20632934570312,11.982887475740764
101534,Raja Annamalaipuram,600028,Chennai,TAMIL NADU,13.02586841583252,80.26339721679688,8.354226470242635
101535,Ramakrishna Nagar (Chennai),600028,Chennai,TAMIL NADU,13.02586841583252,80.26339721679688,8.354226470242635
101536,Aminjikarai,600030,Chennai,TAMIL NADU,13.078669548034668,80.22766876220702,14.459569978288764
101537,Shenoy Nagar,600030,Chennai,TAMIL NADU,13.078669548034668,80.22766876220702,14.459569978288764
101538,Chetput,600031,Chennai,TAMIL NADU,12.932953834533693,80.17412567138672,9.014532138660362
101539,World University Centre,600031,Chennai,TAMIL NADU,12.932953834533693,80.17412567138672,9.014532138660362
101540,Ekkaduthangal,600032,Chennai,TAMIL NADU,13.396381378173828,80.13793945312499,50.90961248838771
101541,Guindy Industrial Estate,600032,Chennai,TAMIL NADU,13.396381378173828,80.13793945312499,50.90961248838771
101542,Mambalam R.S.,600033,Chennai,TAMIL NADU,13.036405563354492,80.22149658203125,10.153086727277383
101543,West Mambalam,600033,Chennai,TAMIL NADU,13.036405563354492,80.22149658203125,10.153086727277383
101544,Loyola College,600034,Chennai,TAMIL NADU,13.05799961090088,80.2436294555664,11.92741242297022
101545,Nungambakkam High Road,600034,Chennai,TAMIL NADU,13.05799961090088,80.2436294555664,11.92741242297022
101546,Nungambakkam,600034,Chennai,TAMIL NADU,13.05799961090088,80.2436294555664,11.92741242297022
101547,Nandanam,600035,Chennai,TAMIL NADU,13.02950382232666,80.24029541015626,8.857410772233248
101548,Indian Institute Of Technology,600036,Chennai,TAMIL NADU,12.993803977966307,80.2381134033203,5.107145998080144
101551,Icf Colony,600038,Chennai,TAMIL NADU,13.10043239593506,80.20873260498045,17.305629682616612
101552,Vyasar Nagar Colony,600039,Chennai,TAMIL NADU,13.120330810546875,80.2514877319336,18.761391239835547
101553,Vyasarpadi,600039,Chennai,TAMIL NADU,13.120330810546875,80.2514877319336,18.761391239835547
101554,Anna Nagar (Chennai),600040,Chennai,TAMIL NADU,13.086095809936525,80.20450592041016,15.947287655653422
101555,Neelankarai,600041,Kanchipuram,TAMIL NADU,12.980048179626465,80.25782012939453,3.2500733957070165
101556,Palavakkam (Kanchipuram),600041,Kanchipuram,TAMIL NADU,12.980048179626465,80.25782012939453,3.2500733957070165
101557,Tiruvanmiyur,600041,Chennai,TAMIL NADU,12.980048179626465,80.25782012939453,3.2500733957070165
101558,Valmiki Nagar,600041,Chennai,TAMIL NADU,12.980048179626465,80.25782012939453,3.2500733957070165
101559,Velacheri,600042,Chennai,TAMIL NADU,12.980438232421875,80.1865234375,8.140418679714225
101560,Pallavaram,600043,Kanchipuram,TAMIL NADU,12.973566055297852,80.15018463134766,11.668439829791286
101561,Rajajinagar (Kanchipuram),600043,Kanchipuram,TAMIL NADU,12.973566055297852,80.15018463134766,11.668439829791286
101562,Tirusulam,600043,Kanchipuram,TAMIL NADU,12.973566055297852,80.15018463134766,11.668439829791286
101563,Bharathipuram (Kanchipuram),600044,Kanchipuram,TAMIL NADU,12.953983306884766,80.13938903808594,12.5697967621285
101564,Chromepet,600044,Kanchipuram,TAMIL NADU,12.953983306884766,80.13938903808594,12.5697967621285
101565,Darkash,600044,Kanchipuram,TAMIL NADU,12.953983306884766,80.13938903808594,12.5697967621285
101566,Lakshmipuram,600044,Kanchipuram,TAMIL NADU,12.953983306884766,80.13938903808594,12.5697967621285
101567,Nagalkeni,600044,Kanchipuram,TAMIL NADU,12.953983306884766,80.13938903808594,12.5697967621285
101568,Nehrunagar,600044,Kanchipuram,TAMIL NADU,12.953983306884766,80.13938903808594,12.5697967621285
101569,Nemilichery,600044,Kanchipuram,TAMIL NADU,12.953983306884766,80.13938903808594,12.5697967621285
101570,Radhanagar (Kanchipuram),600044,Kanchipuram,TAMIL NADU,12.953983306884766,80.13938903808594,12.5697967621285
101571,Tirumudivakkam,600044,Kanchipuram,TAMIL NADU,12.953983306884766,80.13938903808594,12.5697967621285
101572,Tiruneermalai,600044,Kanchipuram,TAMIL NADU,12.953983306884766,80.13938903808594,12.5697967621285
101573,Irumbuliyur,600045,Kanchipuram,TAMIL NADU,12.929105758666992,80.1158905029297,15.304357426920062
101574,MEPZ Tambaram,600045,Kanchipuram,TAMIL NADU,12.929105758666992,80.1158905029297,15.304357426920062
101575,Tambaram,600045,Kanchipuram,TAMIL NADU,12.929105758666992,80.1158905029297,15.304357426920062
101576,Tambaram West,600045,Kanchipuram,TAMIL NADU,12.929105758666992,80.1158905029297,15.304357426920062
101577,Tambaram IAF,600046,Kanchipuram,TAMIL NADU,13.03849983215332,80.2344970703125,9.96027538413922
101578,Kadaperi,600047,Kanchipuram,TAMIL NADU,12.93978500366211,80.14337921142578,12.193069489933414
101579,Tambaram Sanatorium,600047,Kanchipuram,TAMIL NADU,12.93978500366211,80.14337921142578,12.193069489933414
101580,Mannivakkam,600048,Kanchipuram,TAMIL NADU,12.93740463256836,80.14921569824219,11.593819690351273
101581,Mudichur,600048,Kanchipuram,TAMIL NADU,12.93740463256836,80.14921569824219,11.593819690351273
101582,Otteri Extension,600048,Kanchipuram,TAMIL NADU,12.93740463256836,80.14921569824219,11.593819690351273
101583,Vandalur,600048,Kanchipuram,TAMIL NADU,12.93740463256836,80.14921569824219,11.593819690351273
101618,Iyyappanthangal,600056,Kanchipuram,TAMIL NADU,13.060993194580078,80.1198959350586,19.08048526010235
101629,Ganapathipuram(CMT),600058,Kanchipuram,TAMIL NADU,13.128859519958494,80.16043853759766,22.22018602410147
101630,Christian College Tambaram,600059,Kanchipuram,TAMIL NADU,12.927423477172852,80.13032531738281,13.793265931011122
101631,Kasthuribainagar,600059,Kanchipuram,TAMIL NADU,12.927423477172852,80.13032531738281,13.793265931011122
101632,LIC Colony,600059,Kanchipuram,TAMIL NADU,12.927423477172852,80.13032531738281,13.793265931011122
101633,Lic Colony Tambaram,600059,Kanchipuram,TAMIL NADU,12.927423477172852,80.13032531738281,13.793265931011122
101634,State Bank Colony,600059,Kanchipuram,TAMIL NADU,12.927423477172852,80.13032531738281,13.793265931011122
101635,Sundaram Colony,600059,Kanchipuram,TAMIL NADU,12.927423477172852,80.13032531738281,13.793265931011122
101636,Tambaram East,600059,Kanchipuram,TAMIL NADU,12.927423477172852,80.13032531738281,13.793265931011122
101640,Nanganallur Bazaar,600061,Kanchipuram,TAMIL NADU,12.981646537780762,80.18840026855469,8.010516845076651
101641,Nanganallur,600061,Kanchipuram,TAMIL NADU,12.981646537780762,80.18840026855469,8.010516845076651
101642,Pazhavanthangal,600061,Kanchipuram,TAMIL NADU,12.981646537780762,80.18840026855469,8.010516845076651
101649,Old Perungalathur,600063,Kanchipuram,TAMIL NADU,12.90925121307373,80.09574890136719,17.90126633191809
101650,Srinivasanagar East,600063,Kanchipuram,TAMIL NADU,12.90925121307373,80.09574890136719,17.90126633191809
101651,Srinivasanagar (Kanchipuram),600063,Kanchipuram,TAMIL NADU,12.90925121307373,80.09574890136719,17.90126633191809
101652,Chitlapakkam,600064,Kanchipuram,TAMIL NADU,12.939019203186035,80.14476013183594,12.052857549678386
101653,Hasthinapuram,600064,Kanchipuram,TAMIL NADU,12.939019203186035,80.14476013183594,12.052857549678386
101665,Kunnathur (Kanchipuram),600069,Kanchipuram,TAMIL NADU,13.000118255615234,80.09674835205078,18.035616166356537
101666,Nandambakkam,600069,Kanchipuram,TAMIL NADU,13.000118255615234,80.09674835205078,18.035616166356537
101667,Sirukalathur,600069,Kanchipuram,TAMIL NADU,13.000118255615234,80.09674835205078,18.035616166356537
101668,Somangalam,600069,Kanchipuram,TAMIL NADU,13.000118255615234,80.09674835205078,18.035616166356537
101669,South Malayambakkam,600069,Kanchipuram,TAMIL NADU,13.000118255615234,80.09674835205078,18.035616166356537
101670,Anakaputhur,600070,Kanchipuram,TAMIL NADU,12.97640609741211,80.13191223144531,13.672545755905375
101679,Gowriwakkam,600073,Kanchipuram,TAMIL NADU,12.911871910095215,80.15196228027344,12.000207500042078
101680,Rajakilpakkam,600073,Kanchipuram,TAMIL NADU,12.911871910095215,80.15196228027344,12.000207500042078
101681,Selaiyur,600073,Kanchipuram,TAMIL NADU,12.911871910095215,80.15196228027344,12.000207500042078
101682,Polichalur,600074,Kanchipuram,TAMIL NADU,12.975584030151367,80.13697052001955,13.116832169062397
101683,Pammal East,600075,Kanchipuram,TAMIL NADU,12.97269058227539,80.13680267333984,13.07159848485682
101684,Pammal,600075,Kanchipuram,TAMIL NADU,12.97269058227539,80.13680267333984,13.07159848485682
101690,Kalaignar Karunanidhi Nagar,600078,Chennai,TAMIL NADU,13.040244102478027,80.19955444335938,11.592156713862023
101691,Tondiarpet Bazaar,600081,Chennai,TAMIL NADU,13.130136489868164,80.28140258789062,20.04461607152673
101692,Tondiarpet,600081,Chennai,TAMIL NADU,13.130136489868164,80.28140258789062,20.04461607152673
101693,Tondiarpet West,600081,Chennai,TAMIL NADU,13.130136489868164,80.28140258789062,20.04461607152673
101694,Agaram,600082,Chennai,TAMIL NADU,13.11628246307373,80.22578430175781,18.584941681213554
101695,G K M Colony,600082,Chennai,TAMIL NADU,13.11628246307373,80.22578430175781,18.584941681213554
101696,Jawahar Nagar (Chennai),600082,Chennai,TAMIL NADU,13.11628246307373,80.22578430175781,18.584941681213554
101697,Kumaran Nagar,600082,Chennai,TAMIL NADU,13.11628246307373,80.22578430175781,18.584941681213554
101698,Ashoknagar (Chennai),600083,Chennai,TAMIL NADU,13.035299301147461,80.21076202392578,10.519082202630939
101699,Jafferkhanpet,600083,Chennai,TAMIL NADU,13.035299301147461,80.21076202392578,10.519082202630939
101700,Flowers Road,600084,Chennai,TAMIL NADU,13.080647468566895,80.25475311279298,14.366953525667363
101701,Kotturpuram,600085,Chennai,TAMIL NADU,13.018671035766602,80.2439956665039,7.6078950878168605
101702,Gopalapuram (Chennai),600086,Chennai,TAMIL NADU,13.04838752746582,80.2562255859375,10.798512053044197
101705,Adambakkam,600088,Kanchipuram,TAMIL NADU,12.989995956420898,80.20367431640626,7.075072338548176
101706,Nilamangai Nagar,600088,Kanchipuram,TAMIL NADU,12.989995956420898,80.20367431640626,7.075072338548176
101707,Nandambakkam Kudiyiruppu,600089,Kanchipuram,TAMIL NADU,13.024429321289062,80.18231964111328,11.352408565622577
101708,Ramapuram (Kanchipuram),600089,Kanchipuram,TAMIL NADU,13.024429321289062,80.18231964111328,11.352408565622577
101709,Besantnagar,600090,Chennai,TAMIL NADU,12.996636390686035,80.26486206054688,5.180111673753341
101710,Rajaji Bhavan,600090,Chennai,TAMIL NADU,12.996636390686035,80.26486206054688,5.180111673753341
101711,Madipakkam,600091,Kanchipuram,TAMIL NADU,12.966650009155273,80.19861602783203,6.3842421370223175
101712,Madipakkam South,600091,Kanchipuram,TAMIL NADU,12.966650009155273,80.19861602783203,6.3842421370223175
101713,Koyambedu Wholesale Market Com,600092,Chennai,TAMIL NADU,12.958831787109375,80.13018035888672,13.593061865799973
101714,Virugambakkam,600092,Chennai,TAMIL NADU,12.958831787109375,80.13018035888672,13.593061865799973
101715,Saligramam,600093,Chennai,TAMIL NADU,13.05111598968506,80.1998519897461,12.619118468029617
101716,Choolaimedu,600094,Chennai,TAMIL NADU,13.063706398010256,80.2242202758789,12.936478613465717
101720,Perungudi,600096,Kanchipuram,TAMIL NADU,12.957094192504885,80.24223327636719,1.5694547231287561
101721,Karapakkam,600097,Kanchipuram,TAMIL NADU,12.915533065795898,80.23043060302734,4.735596734261392
101722,Oggiamthoraipakkam,600097,Kanchipuram,TAMIL NADU,12.915533065795898,80.23043060302734,4.735596734261392
101726,Medavakkam ,600100,Kanchipuram,TAMIL NADU,12.922587394714355,80.19703674316406,7.0390485471746365
101727,Pallikaranai,600100,Kanchipuram,TAMIL NADU,12.922587394714355,80.19703674316406,7.0390485471746365
101728,Anna Nagar Western Extn,600101,Chennai,TAMIL NADU,13.09040069580078,80.19119262695312,16.93416887677262
101729,Anna Nagar East,600102,Chennai,TAMIL NADU,13.08784008026123,80.22201538085938,15.583752447856238
101734,High Court Building (Chennai),600104,Chennai,TAMIL NADU,23.011720657348636,69.46068572998047,1594.4956580641121
101735,Arumbakkam,600106,Chennai,TAMIL NADU,13.07296371459961,80.21537780761719,14.189943355488229
101736,D G Vaishnav College,600106,Chennai,TAMIL NADU,13.07296371459961,80.21537780761719,14.189943355488229
101737,Koyambedu,600107,Chennai,TAMIL NADU,13.06461238861084,80.20350646972656,13.784546858251955
101740,Tidel Park,600113,Chennai,TAMIL NADU,12.994867324829102,80.24273681640626,5.060592368284845
101741,TTTI Taramani,600113,Chennai,TAMIL NADU,12.994867324829102,80.24273681640626,5.060592368284845
101742,Injambakkam,600115,Kanchipuram,TAMIL NADU,12.950783729553224,80.25518798828125,2.994655361250771e-05
101743,Alapakkam,600116,Kanchipuram,TAMIL NADU,13.031414985656738,80.16214752197266,13.470564620144971
101744,Porur,600116,Kanchipuram,TAMIL NADU,13.031414985656738,80.16214752197266,13.470564620144971
101745,Sriramachandra Deemed Uty,600116,Kanchipuram,TAMIL NADU,13.031414985656738,80.16214752197266,13.470564620144971
101746,Bharathinagar,600117,Kanchipuram,TAMIL NADU,12.940811157226562,80.18035125732422,8.195012051074572
101747,Keelakattalai,600117,Kanchipuram,TAMIL NADU,12.940811157226562,80.18035125732422,8.195012051074572
101748,Old Pallavaram,600117,Kanchipuram,TAMIL NADU,12.940811157226562,80.18035125732422,8.195012051074572
101749,Erukkancheri,600118,Chennai,TAMIL NADU,13.128055572509766,80.24456787109374,19.64550168936257
101750,Kodungaiyur,600118,Chennai,TAMIL NADU,13.128055572509766,80.24456787109374,19.64550168936257
101751,Rv Nagar,600118,Chennai,TAMIL NADU,13.128055572509766,80.24456787109374,19.64550168936257
101752,Sathyabama University,600119,Kanchipuram,TAMIL NADU,12.898884773254395,80.22588348388672,6.563437513127656
101753,Sholinganallur,600119,Kanchipuram,TAMIL NADU,12.898884773254395,80.22588348388672,6.563437513127656
101758,Gerugambakkam,600122,Kanchipuram,TAMIL NADU,13.013998031616213,80.13232421875,15.052929270326382
101759,Mangadu,600122,Kanchipuram,TAMIL NADU,13.013998031616213,80.13232421875,15.052929270326382
101760,Paraniputhur,600122,Kanchipuram,TAMIL NADU,13.013998031616213,80.13232421875,15.052929270326382
101770,Manapakkam,600125,Kanchipuram,TAMIL NADU,13.020637512207033,80.16378784179688,12.571777222305037
101771,Mugalivakkam,600125,Kanchipuram,TAMIL NADU,13.020637512207033,80.16378784179688,12.571777222305037
101772,Madambakkam,600126,Kanchipuram,TAMIL NADU,12.901299476623535,80.1625747680664,11.444391180319814
101773,Mappedu,600126,Kanchipuram,TAMIL NADU,12.901299476623535,80.1625747680664,11.444391180319814
101774,Sithalapakkam,600126,Kanchipuram,TAMIL NADU,12.901299476623535,80.1625747680664,11.444391180319814
101775,Kolapakkam,600127,Kanchipuram,TAMIL NADU,12.843891143798828,80.15101623535155,16.36035078682345
101776,Kolathur,600127,Kanchipuram,TAMIL NADU,12.843891143798828,80.15101623535155,16.36035078682345
101777,Mambakkam,600127,Kanchipuram,TAMIL NADU,12.843891143798828,80.15101623535155,16.36035078682345
101778,Melakkottaiyur,600127,Kanchipuram,TAMIL NADU,12.843891143798828,80.15101623535155,16.36035078682345
101779,Nallambakkam,600127,Kanchipuram,TAMIL NADU,12.843891143798828,80.15101623535155,16.36035078682345
101780,Ponmar,600127,Kanchipuram,TAMIL NADU,12.843891143798828,80.15101623535155,16.36035078682345
101782,Thandalam,600128,Kanchipuram,TAMIL NADU,13.009148597717285,80.13532257080078,14.519347288307038
101784,Navalur,600130,Kanchipuram,TAMIL NADU,12.83950138092041,80.22360229492189,12.77950045778554
101785,Thazambur,600130,Kanchipuram,TAMIL NADU,12.83950138092041,80.22360229492189,12.77950045778554
101790,Athivakkam,601102,Kanchipuram,TAMIL NADU,13.31185817718506,80.04308319091797,46.09344159417226
101860,Malaipattu,601301,Kanchipuram,TAMIL NADU,12.886880874633787,80.02204895019531,26.26938270164126
101861,Manimangalam,601301,Kanchipuram,TAMIL NADU,12.886880874633787,80.02204895019531,26.26938270164126
101862,Padappai,601301,Kanchipuram,TAMIL NADU,12.886880874633787,80.02204895019531,26.26938270164126
101863,Serpananchery,601301,Kanchipuram,TAMIL NADU,12.886880874633787,80.02204895019531,26.26938270164126
101923,Gunduperumbedu,602105,Kanchipuram,TAMIL NADU,12.96250820159912,79.94940948486328,33.203397634874726
101924,Mathur,602105,Kanchipuram,TAMIL NADU,12.96250820159912,79.94940948486328,33.203397634874726
101925,Pattunoolchatram,602105,Kanchipuram,TAMIL NADU,12.96250820159912,79.94940948486328,33.203397634874726
101926,Pennalur,602105,Kanchipuram,TAMIL NADU,12.96250820159912,79.94940948486328,33.203397634874726
101927,Pillaipakkam,602105,Kanchipuram,TAMIL NADU,12.96250820159912,79.94940948486328,33.203397634874726
101928,Pondur,602105,Kanchipuram,TAMIL NADU,12.96250820159912,79.94940948486328,33.203397634874726
101929,Sriperumbudur,602105,Kanchipuram,TAMIL NADU,12.96250820159912,79.94940948486328,33.203397634874726
101930,Thandalam,602105,Kanchipuram,TAMIL NADU,12.96250820159912,79.94940948486328,33.203397634874726
101933,Valarpuram,602105,Kanchipuram,TAMIL NADU,12.96250820159912,79.94940948486328,33.203397634874726
101934,Vayalur,602105,Kanchipuram,TAMIL NADU,12.96250820159912,79.94940948486328,33.203397634874726
101935,Mambakkam,602106,Kanchipuram,TAMIL NADU,12.928033828735352,79.87669372558594,41.147838247684014
101936,Sendamangalam,602106,Kanchipuram,TAMIL NADU,12.928033828735352,79.87669372558594,41.147838247684014
101937,Sunguvarchatram,602106,Kanchipuram,TAMIL NADU,12.928033828735352,79.87669372558594,41.147838247684014
101938,Kandoor,602108,Kanchipuram,TAMIL NADU,12.95484447479248,79.81412506103517,47.85973103143496
101939,Kannur,602108,Kanchipuram,TAMIL NADU,12.95484447479248,79.81412506103517,47.85973103143496
101940,Maduramangalam,602108,Kanchipuram,TAMIL NADU,12.95484447479248,79.81412506103517,47.85973103143496
101941,Pannur (Kanchipuram),602108,Kanchipuram,TAMIL NADU,12.95484447479248,79.81412506103517,47.85973103143496
101942,Tirupandiyur,602108,Kanchipuram,TAMIL NADU,12.95484447479248,79.81412506103517,47.85973103143496
101943,Irungattukottai,602117,Kanchipuram,TAMIL NADU,12.970839500427244,79.97634887695312,30.335779385802816
101944,Alagesa Nagar,603001,Kanchipuram,TAMIL NADU,12.693777084350586,79.98564910888672,40.79996870887381
101945,Chengalpattu Cutcherry,603001,Kanchipuram,TAMIL NADU,12.693777084350586,79.98564910888672,40.79996870887381
101946,Chengalpattu,603001,Kanchipuram,TAMIL NADU,12.693777084350586,79.98564910888672,40.79996870887381
101947,Chengalpattu Med.College,603001,Kanchipuram,TAMIL NADU,12.693777084350586,79.98564910888672,40.79996870887381
101948,Chengalpattu Bazaar,603002,Kanchipuram,TAMIL NADU,12.69519329071045,79.98507690429688,40.73557836906703
101949,Gundur-chengalpattu,603002,Kanchipuram,TAMIL NADU,12.69519329071045,79.98507690429688,40.73557836906703
101950,Kunnavakkam,603002,Kanchipuram,TAMIL NADU,12.69519329071045,79.98507690429688,40.73557836906703
101951,Mahindra World City (Kanchipuram),603002,Kanchipuram,TAMIL NADU,12.69519329071045,79.98507690429688,40.73557836906703
101952,Natham-chengalpattu,603002,Kanchipuram,TAMIL NADU,12.69519329071045,79.98507690429688,40.73557836906703
